"Coffee Cups/Day","Hours Studied","Previous Scores","Extracurricular Activities","Sleep Hours","Sample Question Papers Practiced","Performance Index"
3,9,52,-1,7,4,49.
1,2,62,1,9,4,40.
1,3,64,-1,7,1,43.
4,7,67,-1,5,5,60.
2,5,97,1,8,5,85.
1,2,50,1,9,5,26.
1,3,72,-1,4,3,53.
3,6,63,-1,6,6,53.
3,7,41,1,6,8,34.
3,9,69,-1,5,0,63.
0,1,56,-1,6,2,31.
3,7,79,1,5,9,71.
4,8,73,1,8,8,67.
1,3,77,-1,5,4,57.
2,4,61,1,7,5,46.
2,6,44,1,7,7,34.
3,7,87,-1,7,8,76.
2,4,79,1,9,7,65.
3,8,90,1,7,2,84.
1,5,55,-1,7,9,38.
-1,1,52,1,7,0,27.
1,4,65,-1,7,4,49.
1,3,70,1,9,6,52.
3,9,91,1,7,1,86.
4,8,78,-1,7,0,74.
-1,1,87,1,8,3,64.
3,6,62,1,9,2,53.
4,9,87,1,7,3,87.
3,7,51,1,5,0,43.
2,4,53,1,8,1,37.
0,1,95,1,9,0,68.
0,2,57,-1,6,2,32.
1,5,66,1,4,3,49.
2,5,67,1,9,0,56.
4,8,57,-1,8,5,52.
2,6,55,-1,7,1,41.
3,8,91,-1,8,9,87.
0,2,55,1,4,4,34.
1,3,52,-1,4,7,32.
3,6,97,-1,9,3,89.
1,3,68,1,7,4,46.
2,6,48,-1,7,8,36.
2,6,65,1,5,1,51.
0,2,67,1,4,1,46.
3,7,80,1,7,5,72.
0,2,52,1,4,5,27.
3,6,75,1,5,2,59.
0,1,48,-1,6,8,25.
2,3,86,1,4,0,67.
1,2,53,-1,5,2,24.
3,7,90,1,5,7,82.
1,4,51,-1,5,7,35.
4,8,92,1,8,3,88.
2,6,97,1,9,7,87.
1,4,96,1,7,9,79.
1,5,71,-1,4,7,58.
3,9,77,-1,9,0,76.
4,7,42,-1,8,2,34.
3,9,97,1,4,0,95.
3,7,96,1,9,1,93.
-1,1,93,-1,8,3,67.
4,8,91,1,7,2,85.
2,4,55,-1,5,5,36.
1,3,59,1,9,4,38.
4,7,71,-1,9,4,66.
2,3,95,-1,4,9,78.
4,8,62,1,5,6,58.
3,6,56,-1,7,6,48.
2,5,55,1,4,8,41.
1,4,77,1,6,7,61.
3,8,47,1,6,2,42.
3,8,58,-1,6,1,50.
-1,1,69,-1,7,0,40.
4,9,96,-1,6,9,94.
1,5,97,1,9,5,84.
2,4,73,1,4,3,59.
2,6,53,-1,9,2,39.
3,6,61,1,6,1,49.
1,2,83,1,4,1,59.
3,8,56,-1,9,3,49.
3,7,99,-1,7,0,89.
-1,1,98,1,5,5,73.
2,5,54,1,9,9,40.
3,6,89,-1,8,4,79.
1,4,87,-1,6,9,74.
1,2,71,1,8,8,49.
1,4,52,1,5,1,35.
0,1,60,1,7,8,39.
4,7,88,-1,9,8,83.
1,2,79,1,7,9,56.
1,2,72,1,5,8,46.
4,9,96,1,8,9,95.
1,5,97,1,9,9,86.
1,2,66,1,6,3,39.
3,9,74,1,4,4,70.
4,9,55,-1,7,7,51.
-1,1,67,-1,5,7,41.
1,3,73,-1,9,0,53.
1,4,86,1,8,9,71.
3,7,40,-1,6,0,31.
1,4,80,1,8,9,63.
1,2,87,1,6,5,61.
4,7,70,1,9,6,65.
3,6,75,1,4,1,63.
2,3,83,1,4,1,63.
2,6,72,-1,5,4,58.
2,6,72,-1,5,8,62.
1,5,78,-1,6,4,61.
2,4,57,1,6,7,40.
-1,1,62,-1,6,7,39.
3,6,99,1,6,4,89.
1,2,62,-1,9,7,40.
1,3,54,-1,9,7,35.
3,8,65,-1,4,4,55.
3,6,69,-1,5,4,60.
2,3,64,-1,5,3,45.
3,7,84,-1,7,0,76.
2,4,55,1,5,8,38.
3,9,78,1,5,1,73.
1,5,87,1,8,0,72.
1,3,84,1,8,5,68.
0,2,53,1,7,4,27.
1,2,56,-1,6,0,33.
2,3,51,1,7,6,28.
1,2,68,1,7,6,46.
2,4,71,1,4,2,52.
0,2,95,1,9,7,72.
4,9,63,1,5,5,58.
0,2,91,1,4,3,69.
3,9,52,1,9,9,54.
3,6,95,1,5,9,85.
0,1,59,1,7,9,33.
1,4,54,-1,5,2,33.
-1,1,95,1,6,0,67.
2,6,92,1,6,1,80.
2,4,43,-1,7,1,25.
1,3,93,-1,8,4,76.
1,3,73,1,6,3,53.
3,9,67,1,7,1,63.
3,6,89,1,4,8,75.
3,9,41,-1,8,6,38.
2,5,96,1,6,7,79.
0,2,86,-1,7,7,63.
3,8,69,-1,7,1,60.
1,5,65,-1,4,4,49.
1,2,90,-1,4,2,66.
1,4,86,-1,8,9,71.
4,9,65,1,9,8,66.
2,4,59,1,6,8,41.
1,4,81,-1,7,5,67.
1,2,67,-1,8,3,46.
2,6,95,-1,8,7,86.
1,2,59,-1,4,4,37.
4,7,50,1,7,2,42.
1,3,97,-1,5,7,77.
1,3,49,-1,9,5,32.
1,5,62,1,9,4,47.
2,3,76,1,4,0,54.
0,2,80,1,7,2,60.
3,9,91,1,8,6,89.
0,2,58,-1,9,2,34.
1,2,84,-1,8,0,59.
3,8,57,-1,6,7,52.
4,9,88,-1,5,6,84.
3,7,66,-1,4,4,57.
2,3,45,-1,9,9,30.
3,9,49,-1,6,4,47.
1,3,41,-1,6,5,15.
2,5,63,-1,5,6,49.
4,9,77,1,4,2,74.
2,3,67,-1,4,3,45.
4,7,67,1,8,0,61.
-1,1,92,1,4,6,67.
1,4,84,1,6,9,64.
2,4,89,1,8,1,73.
4,7,78,-1,4,6,68.
3,8,41,1,5,5,33.
0,1,85,1,6,3,60.
1,5,44,-1,7,1,30.
4,7,89,1,5,6,82.
2,4,50,-1,5,6,33.
2,4,49,-1,4,4,28.
1,4,82,-1,8,8,64.
2,6,98,-1,8,2,88.
4,7,41,1,6,8,35.
1,2,54,-1,4,4,30.
2,5,78,1,8,1,60.
2,4,80,1,9,8,66.
2,3,76,-1,7,0,52.
4,7,46,1,9,0,39.
2,6,59,-1,4,6,45.
3,7,73,1,4,2,64.
1,5,74,1,8,7,66.
3,6,73,1,5,6,61.
1,5,92,1,4,6,76.
3,7,61,-1,5,0,49.
0,2,70,-1,6,0,43.
2,5,62,1,6,1,45.
2,6,58,1,8,1,49.
3,6,43,1,6,4,27.
1,5,63,1,9,8,50.
4,7,59,-1,9,6,52.
3,8,78,1,9,1,72.
3,7,67,1,8,4,62.
2,5,93,1,8,4,80.
-1,1,78,-1,9,7,53.
1,5,56,1,5,8,42.
1,2,58,-1,9,7,37.
1,5,93,-1,5,1,77.
1,5,87,1,6,3,73.
1,2,74,1,5,1,46.
1,5,71,1,4,5,54.
2,4,86,-1,7,3,70.
0,1,85,-1,4,6,60.
1,3,86,1,4,1,67.
-1,1,85,-1,8,8,58.
2,5,78,1,7,4,63.
2,4,96,1,8,0,83.
4,7,74,1,5,2,64.
2,5,69,1,9,3,57.
1,4,56,1,5,2,45.
1,2,81,1,7,5,61.
1,4,86,-1,6,5,68.
1,2,68,-1,5,9,45.
3,8,45,-1,4,6,39.
1,3,99,1,7,8,77.
3,9,56,1,7,9,55.
1,4,56,1,5,8,38.
3,6,53,-1,5,6,40.
1,5,63,1,8,0,49.
-1,1,96,-1,8,2,74.
4,9,89,1,4,4,86.
-1,1,96,-1,7,9,72.
4,8,76,1,6,5,72.
4,9,79,1,6,5,77.
4,9,78,-1,7,4,76.
0,1,94,-1,4,5,67.
1,2,71,-1,8,8,52.
0,1,75,1,8,0,52.
0,2,89,-1,8,0,67.
3,8,76,-1,6,8,66.
1,5,87,1,6,7,74.
4,7,53,1,4,8,40.
1,2,66,-1,6,6,44.
3,8,98,1,5,9,97.
2,6,58,-1,6,5,48.
3,8,70,-1,8,8,65.
-1,1,85,-1,4,1,57.
-1,1,48,1,7,3,19.
4,7,77,-1,7,1,68.
3,8,56,-1,4,5,48.
2,3,58,1,5,0,34.
1,5,83,-1,7,6,67.
-1,1,43,-1,8,6,15.
3,7,87,-1,7,6,83.
2,5,96,1,7,3,83.
4,8,50,-1,8,7,46.
3,8,61,1,6,4,57.
4,9,43,1,5,1,42.
4,7,56,-1,8,4,51.
-1,1,47,-1,8,9,24.
1,3,85,1,9,8,64.
3,8,98,-1,4,9,94.
2,3,73,-1,5,0,50.
4,8,50,1,6,1,41.
0,1,70,-1,9,9,45.
1,5,50,-1,8,7,37.
1,4,95,1,9,4,75.
2,5,93,-1,6,8,80.
4,8,95,1,9,5,94.
1,4,77,1,9,7,62.
1,4,92,-1,9,0,73.
2,3,60,1,8,8,43.
4,7,85,-1,8,8,78.
2,3,69,-1,4,2,51.
1,3,49,1,7,0,24.
2,5,65,1,5,7,46.
1,5,66,1,4,7,51.
3,6,47,1,6,8,35.
4,8,78,1,9,5,75.
3,6,47,1,8,8,38.
0,1,99,-1,9,9,79.
4,8,47,-1,8,8,42.
4,8,94,1,5,3,89.
3,9,73,-1,4,4,66.
4,9,98,1,4,5,100.
0,2,55,1,6,5,34.
0,2,80,-1,4,9,59.
1,3,52,-1,4,1,28.
-1,1,62,1,7,3,39.
1,4,51,1,5,8,36.
2,4,66,1,9,6,52.
4,9,61,-1,4,8,57.
3,9,71,1,6,5,66.
4,9,96,1,9,6,95.
4,7,88,-1,8,8,79.
0,2,66,-1,4,3,42.
2,5,41,-1,4,8,23.
1,4,84,1,9,2,67.
4,8,72,1,8,7,64.
0,2,65,-1,7,2,43.
3,6,67,1,5,2,56.
2,5,58,1,7,2,43.
1,2,82,-1,6,8,55.
0,1,44,-1,9,9,16.
3,8,72,1,4,2,65.
0,2,59,-1,7,5,38.
4,7,69,-1,5,3,57.
3,9,84,1,6,1,83.
3,9,47,1,7,2,47.
3,8,77,1,4,4,71.
3,9,56,1,5,9,56.
0,2,83,1,4,3,57.
3,6,40,1,4,4,23.
1,4,42,-1,6,0,27.
2,4,85,-1,5,3,65.
2,5,65,-1,8,9,54.
1,3,70,1,4,2,50.
0,1,47,1,5,1,23.
3,8,82,1,4,6,77.
2,5,98,1,7,9,83.
1,3,85,1,7,8,66.
3,7,47,-1,5,0,38.
4,7,74,1,6,6,65.
0,1,78,-1,8,0,54.
3,9,67,1,7,4,65.
1,2,90,-1,6,0,68.
1,5,43,-1,8,2,31.
2,5,96,-1,7,7,83.
4,8,55,-1,8,3,49.
4,8,52,-1,9,0,45.
4,7,59,-1,4,0,46.
3,7,90,-1,5,7,85.
2,6,44,1,7,7,33.
2,6,94,1,7,3,83.
3,9,76,-1,4,3,71.
3,6,59,1,7,9,49.
1,2,63,1,7,1,39.
1,2,75,-1,9,1,51.
2,5,73,1,7,5,57.
1,4,97,-1,7,7,81.
1,2,84,1,7,6,65.
1,3,87,-1,6,6,66.
3,7,93,1,7,2,86.
4,8,73,-1,4,1,66.
3,6,58,1,9,9,50.
2,5,56,1,7,6,46.
-1,1,44,1,8,3,20.
4,8,64,-1,9,0,58.
1,3,57,-1,9,0,38.
2,6,99,1,8,3,91.
2,3,94,1,4,4,77.
4,7,92,-1,6,4,83.
3,7,89,1,4,0,79.
4,9,47,1,6,2,50.
1,5,66,-1,5,5,51.
3,8,54,-1,8,9,49.
3,8,84,1,9,6,79.
-1,1,52,-1,9,0,26.
1,5,55,1,9,7,42.
1,3,61,1,8,3,42.
-1,1,59,-1,8,8,35.
1,4,52,1,6,5,31.
3,8,59,-1,9,0,50.
1,3,41,-1,4,1,18.
0,2,74,1,6,2,50.
3,9,86,-1,9,1,82.
1,5,94,1,8,9,78.
3,7,58,-1,8,6,53.
1,2,84,1,8,0,65.
3,9,76,-1,9,8,76.
3,9,97,1,8,1,94.
1,4,93,1,5,3,79.
1,4,45,-1,8,7,27.
3,6,53,1,9,2,43.
2,6,43,1,6,8,30.
0,1,61,1,8,6,37.
3,9,90,1,7,9,90.
0,2,94,1,5,2,68.
2,5,78,1,9,2,64.
4,9,75,-1,8,4,73.
2,4,73,-1,7,4,53.
1,3,66,-1,9,9,46.
3,7,46,-1,6,4,37.
2,6,42,1,5,8,29.
4,8,86,1,8,8,80.
2,3,72,-1,6,5,52.
1,5,41,1,9,6,29.
1,4,81,-1,7,9,70.
1,4,55,1,9,7,40.
1,4,64,1,9,8,49.
3,8,99,-1,5,5,92.
2,6,54,1,8,7,46.
2,3,63,-1,6,1,42.
1,5,54,-1,5,9,41.
2,6,70,-1,7,7,60.
1,5,53,1,8,1,41.
2,6,93,1,5,7,83.
4,8,53,-1,7,1,43.
3,7,45,1,7,2,36.
2,5,53,-1,6,6,38.
3,6,56,-1,9,8,47.
2,4,57,1,7,2,40.
3,9,59,-1,7,4,59.
2,4,90,1,9,8,76.
-1,1,56,1,4,6,31.
3,7,55,1,7,1,44.
3,7,79,-1,8,4,71.
2,4,78,-1,5,4,59.
1,3,91,1,9,8,69.
4,8,71,1,9,1,63.
1,5,99,-1,9,0,87.
3,7,83,1,8,3,77.
1,4,48,1,9,3,31.
1,4,66,-1,8,0,47.
4,8,85,-1,6,9,78.
4,8,91,-1,4,6,86.
0,2,72,1,9,1,48.
1,2,49,-1,4,8,24.
1,3,56,-1,9,6,39.
2,3,88,-1,8,6,71.
-1,1,88,-1,5,0,60.
2,3,75,-1,4,8,54.
2,6,56,-1,4,9,45.
3,8,57,-1,8,8,51.
2,6,91,1,4,1,78.
2,5,62,-1,6,9,48.
2,4,73,1,8,8,59.
1,3,47,1,4,1,28.
2,4,52,-1,4,1,35.
4,7,62,1,4,7,55.
-1,1,96,-1,8,2,69.
3,7,93,1,5,2,87.
0,1,59,-1,7,6,32.
1,2,61,1,9,9,37.
1,4,86,-1,4,5,66.
0,1,91,-1,7,6,66.
3,9,62,1,7,5,56.
3,6,80,1,4,8,70.
-1,1,74,-1,4,1,48.
0,1,42,1,9,7,17.
2,6,73,-1,7,5,59.
1,4,72,1,5,3,56.
1,4,85,-1,7,5,66.
3,6,56,1,5,5,41.
4,7,84,-1,6,9,76.
4,9,58,1,5,2,54.
1,5,69,-1,9,7,57.
3,9,62,1,8,4,62.
1,4,54,-1,4,9,38.
1,2,98,1,6,3,73.
2,3,96,1,7,1,72.
0,1,53,-1,5,9,28.
2,6,41,1,6,0,28.
3,6,78,1,8,6,67.
0,1,88,-1,5,9,62.
1,3,57,-1,9,2,36.
2,5,45,-1,7,2,33.
2,3,98,-1,7,2,74.
1,3,71,1,5,9,52.
2,3,60,1,8,2,38.
2,5,79,1,4,1,62.
2,5,67,-1,4,5,50.
1,4,66,1,7,9,48.
-1,1,41,1,8,2,15.
2,5,72,-1,7,0,51.
1,5,55,1,4,9,37.
2,4,78,1,7,8,59.
3,6,61,-1,5,5,46.
1,4,95,1,9,5,78.
4,7,82,-1,5,9,74.
3,7,86,-1,9,8,78.
0,2,52,1,8,1,27.
1,3,95,1,4,9,74.
-1,1,41,1,8,8,15.
4,8,53,-1,8,2,46.
3,9,95,-1,4,2,90.
1,4,77,1,6,2,58.
3,6,80,1,6,0,65.
4,9,67,-1,7,9,65.
3,6,46,1,6,6,36.
4,9,57,1,5,9,52.
2,4,95,-1,9,6,79.
4,8,80,1,8,1,74.
4,9,94,1,7,5,93.
2,4,75,1,8,3,57.
1,5,80,1,4,6,65.
3,8,75,-1,6,6,69.
3,6,83,-1,4,3,71.
3,7,43,-1,7,2,31.
1,3,96,-1,9,6,78.
4,7,69,1,5,8,60.
4,8,63,1,6,3,58.
3,6,59,1,4,5,46.
4,9,85,1,9,6,87.
2,6,95,-1,6,9,81.
3,9,70,1,8,2,69.
2,4,63,1,5,4,46.
4,8,46,-1,9,0,41.
2,4,65,-1,6,5,50.
1,2,52,-1,5,4,24.
3,9,93,1,9,6,97.
2,5,47,-1,8,8,35.
2,4,94,1,8,3,82.
1,2,44,1,4,8,24.
0,1,83,-1,7,5,59.
3,7,52,-1,4,4,42.
3,6,68,-1,5,1,56.
0,2,59,1,4,0,30.
4,8,53,1,9,7,49.
2,4,71,1,6,5,56.
3,8,99,-1,9,6,98.
4,7,89,1,4,5,79.
1,5,66,1,7,9,54.
3,8,95,1,9,6,93.
4,9,64,1,9,8,63.
2,5,91,-1,9,4,76.
2,5,43,1,7,0,27.
1,2,60,-1,9,0,35.
2,5,57,-1,5,8,39.
2,3,78,1,8,4,59.
4,7,54,1,7,1,50.
1,5,92,-1,5,2,77.
4,8,77,1,7,0,70.
0,1,87,-1,7,5,62.
2,3,91,1,8,5,71.
1,3,63,1,6,2,39.
4,9,47,-1,5,2,41.
2,5,67,1,7,6,51.
4,9,60,-1,7,0,52.
4,9,55,-1,4,4,49.
0,1,99,1,9,2,76.
1,2,93,-1,6,4,71.
2,5,55,1,8,3,42.
1,4,74,1,5,5,60.
4,9,56,1,7,8,53.
3,7,48,-1,9,1,40.
3,6,96,1,5,9,85.
4,7,74,1,8,7,70.
0,1,91,-1,6,1,63.
0,1,68,-1,4,3,42.
4,8,78,-1,6,8,73.
0,2,57,-1,4,3,35.
4,9,51,1,5,6,48.
3,7,58,1,6,4,49.
3,6,87,1,6,1,75.
0,1,61,1,6,7,35.
-1,1,98,-1,8,9,70.
0,2,95,-1,5,9,71.
3,6,88,1,4,1,74.
3,6,91,-1,6,2,77.
0,2,54,-1,5,9,30.
0,1,40,-1,9,6,13.
2,5,41,-1,8,4,26.
1,5,47,-1,8,9,35.
1,2,61,1,9,2,40.
2,6,64,1,5,1,55.
4,9,41,-1,4,5,37.
0,2,90,-1,5,9,64.
1,2,48,1,5,0,23.
1,3,48,1,7,7,27.
4,7,52,-1,8,4,42.
2,6,45,-1,4,4,34.
4,8,69,-1,7,1,63.
3,8,54,1,9,6,50.
3,6,90,-1,5,4,75.
1,3,92,-1,9,7,74.
1,3,54,-1,8,4,39.
0,1,89,-1,7,8,63.
3,7,46,-1,7,4,36.
1,5,97,-1,4,2,84.
2,4,50,-1,5,1,30.
2,4,79,-1,4,4,60.
1,4,77,1,7,9,61.
3,6,79,1,7,9,70.
3,8,41,1,4,4,32.
4,8,90,-1,7,5,87.
2,5,87,1,6,1,72.
2,6,78,1,8,4,68.
2,4,49,1,5,0,29.
3,9,83,1,8,2,78.
4,8,56,1,5,2,45.
-1,1,46,-1,7,2,20.
0,2,93,1,4,2,66.
3,9,79,-1,4,7,77.
4,8,78,-1,7,0,72.
2,3,43,1,5,5,26.
3,8,74,-1,7,5,67.
0,1,90,1,5,0,67.
2,4,86,-1,7,0,68.
1,3,75,-1,7,2,56.
3,6,70,1,7,7,61.
3,7,64,-1,4,5,50.
2,4,80,-1,5,3,68.
4,7,52,-1,9,4,47.
3,9,57,-1,7,9,56.
0,2,60,-1,8,2,40.
1,3,87,-1,8,5,68.
2,5,40,-1,4,5,26.
1,3,75,-1,6,5,55.
4,8,89,1,9,8,84.
3,8,47,-1,4,9,40.
4,8,91,1,6,7,85.
3,9,87,1,4,5,85.
1,4,60,-1,8,1,40.
2,5,82,-1,7,3,68.
1,5,91,1,5,5,74.
3,8,92,1,7,8,90.
3,7,92,1,8,1,82.
4,9,60,-1,5,5,57.
4,8,66,-1,6,9,61.
0,2,58,-1,6,9,38.
2,4,62,1,8,9,46.
2,6,90,-1,5,6,80.
0,2,89,-1,7,7,67.
3,7,90,-1,8,8,84.
1,3,82,-1,6,4,58.
1,3,74,1,8,8,55.
0,2,79,-1,7,8,57.
3,8,91,-1,4,6,87.
2,6,90,1,9,1,80.
0,1,81,-1,9,7,54.
0,1,87,1,9,4,64.
3,7,44,1,4,7,33.
4,8,91,-1,7,1,83.
2,5,80,1,5,6,66.
2,5,47,-1,8,4,33.
1,4,50,1,7,3,31.
2,6,55,1,4,9,40.
2,6,78,-1,6,5,66.
1,3,86,1,9,4,67.
4,9,63,-1,9,5,64.
4,7,60,-1,7,8,52.
0,1,91,-1,9,0,68.
4,7,62,-1,9,0,58.
1,5,88,1,7,5,72.
1,5,77,-1,7,1,65.
0,2,86,1,4,7,65.
1,4,47,-1,4,6,24.
2,6,46,1,9,5,35.
3,7,41,1,7,3,34.
1,5,69,1,7,8,57.
4,9,52,1,9,6,54.
2,3,62,-1,5,6,42.
-1,1,68,-1,6,4,39.
1,4,77,1,8,0,62.
3,9,76,1,8,1,71.
2,4,59,-1,9,7,42.
0,2,72,1,8,4,52.
1,5,68,1,4,1,54.
2,3,89,-1,4,4,68.
3,9,54,1,5,7,50.
2,4,62,1,9,3,46.
3,6,81,-1,4,2,68.
1,2,42,1,9,4,19.
3,6,76,-1,9,6,68.
1,3,95,-1,7,1,74.
3,9,68,-1,6,0,63.
1,2,84,-1,6,4,60.
3,9,47,1,9,6,47.
2,5,61,-1,6,7,47.
3,8,92,-1,6,7,87.
0,2,68,1,8,9,45.
3,6,41,-1,8,8,31.
1,3,80,1,7,0,61.
1,5,88,-1,5,6,73.
4,8,98,-1,4,9,92.
-1,1,89,-1,4,7,65.
2,5,84,-1,8,5,69.
2,3,40,1,9,9,20.
2,4,83,1,6,3,66.
0,2,59,1,7,6,38.
3,9,91,-1,5,2,81.
1,3,60,-1,8,1,39.
0,2,76,-1,9,5,53.
4,9,47,1,7,1,44.
3,7,66,-1,9,5,58.
2,6,86,1,7,9,79.
-1,1,98,1,8,2,75.
2,5,74,1,7,1,59.
1,3,45,-1,6,7,23.
-1,1,99,-1,7,3,74.
2,4,84,-1,5,3,65.
0,2,83,-1,7,6,60.
0,2,58,1,4,7,32.
1,3,57,1,7,8,38.
3,8,95,-1,9,9,91.
3,8,40,-1,8,7,34.
3,7,64,-1,4,3,46.
2,6,66,1,8,1,55.
3,9,46,-1,9,9,43.
1,4,83,1,5,4,67.
0,1,81,1,6,6,56.
4,8,68,1,5,1,58.
3,7,70,1,4,3,60.
3,7,83,1,9,5,77.
1,3,82,1,9,7,69.
1,4,75,1,6,9,60.
4,9,58,-1,7,5,52.
2,6,45,-1,4,5,36.
2,5,64,-1,6,5,49.
1,3,70,1,8,3,50.
3,9,48,1,6,2,48.
1,5,59,-1,8,0,43.
1,5,49,1,8,1,34.
2,4,76,1,9,1,57.
2,4,66,1,6,9,50.
-1,1,52,1,9,6,28.
3,7,80,1,9,5,72.
4,9,41,1,5,7,38.
1,3,89,1,5,8,68.
1,2,60,1,9,4,41.
1,3,72,1,9,2,53.
0,1,63,1,8,3,36.
2,6,92,1,9,7,80.
3,7,83,1,4,2,73.
1,2,81,-1,6,1,59.
3,8,73,1,4,6,67.
2,6,99,1,5,3,91.
1,4,48,-1,4,7,34.
2,5,41,-1,7,0,23.
3,8,94,-1,7,7,86.
2,3,95,1,5,4,73.
2,3,69,1,4,1,49.
2,4,61,-1,6,0,43.
-1,1,85,-1,5,5,61.
4,9,50,-1,7,8,45.
3,8,94,1,5,8,85.
4,8,82,1,4,8,75.
3,6,56,-1,4,3,44.
3,7,75,1,4,5,66.
3,6,52,1,8,9,45.
3,9,46,-1,4,5,40.
1,3,55,-1,9,4,38.
1,3,72,-1,7,1,50.
2,3,84,1,7,6,67.
1,3,40,1,8,0,21.
4,9,50,1,7,5,51.
1,4,45,1,7,4,25.
3,7,59,1,5,4,53.
3,9,74,-1,4,7,71.
3,7,83,1,9,8,77.
3,9,76,1,9,6,75.
1,3,80,-1,5,9,60.
2,4,65,-1,9,7,49.
4,8,97,-1,5,1,87.
2,6,51,-1,9,1,40.
2,5,69,1,7,7,56.
2,4,67,1,6,5,49.
3,8,66,-1,4,7,59.
0,1,81,1,6,8,59.
3,9,58,-1,7,8,54.
-1,1,44,1,8,5,17.
4,8,97,1,5,7,90.
1,4,44,1,9,1,23.
4,9,80,-1,9,7,82.
1,5,66,-1,7,2,49.
1,3,67,1,9,0,50.
3,9,65,1,7,6,60.
3,9,66,-1,6,0,60.
1,4,91,-1,8,0,74.
2,4,88,1,5,0,71.
3,8,81,1,9,3,77.
1,2,60,-1,8,3,34.
3,9,40,1,8,9,39.
2,6,93,-1,8,5,85.
3,9,67,-1,4,9,64.
3,8,87,1,8,2,87.
4,7,97,1,7,9,91.
-1,1,97,1,4,5,73.
2,3,54,-1,4,6,34.
0,2,94,-1,8,0,70.
2,5,56,-1,9,5,42.
2,5,65,1,9,9,55.
2,5,59,1,9,0,45.
2,4,64,-1,9,6,49.
2,5,52,-1,7,9,37.
1,3,72,1,9,4,55.
0,1,64,-1,5,9,38.
1,5,47,1,8,3,35.
3,9,44,1,4,0,41.
4,9,45,-1,5,8,43.
1,4,62,-1,9,6,46.
2,3,91,-1,5,1,69.
-1,1,69,-1,4,3,37.
1,2,53,-1,9,3,31.
3,8,93,1,5,7,90.
0,1,62,-1,7,1,33.
3,8,50,1,7,4,44.
3,7,70,-1,8,9,62.
4,8,45,-1,8,7,41.
3,6,50,-1,5,5,38.
4,9,52,-1,4,3,45.
2,3,51,-1,7,4,34.
2,4,93,-1,6,1,72.
3,6,41,1,8,4,29.
3,8,92,-1,7,2,83.
2,5,74,-1,9,2,61.
2,3,94,-1,5,6,75.
3,6,75,-1,7,2,63.
1,4,56,1,7,3,36.
3,9,67,1,5,6,62.
2,3,67,1,8,2,49.
1,4,61,1,8,9,46.
4,7,77,1,6,9,69.
4,7,46,1,6,1,35.
1,4,54,-1,8,9,38.
2,6,71,-1,8,6,62.
2,3,50,1,8,4,30.
2,6,63,-1,8,0,52.
0,2,42,-1,7,9,16.
4,8,69,-1,6,7,66.
1,2,45,-1,5,2,20.
3,7,97,-1,4,6,86.
3,9,41,1,5,5,38.
-1,1,53,1,9,9,30.
4,8,80,1,4,5,71.
3,7,57,1,7,7,49.
3,6,90,1,9,3,79.
3,6,83,1,6,3,69.
3,6,70,-1,4,2,56.
4,9,52,1,8,0,47.
1,2,65,-1,9,9,41.
-1,1,83,-1,7,2,58.
2,6,51,1,4,0,38.
3,8,57,1,8,5,52.
1,3,48,1,9,7,25.
0,1,88,-1,7,2,62.
4,9,60,1,9,3,60.
0,1,87,1,4,4,63.
1,3,88,1,8,6,72.
4,8,92,-1,6,5,84.
1,3,95,1,7,1,74.
1,4,79,1,4,6,61.
3,8,82,-1,8,7,77.
-1,1,63,-1,6,0,36.
2,6,73,-1,9,5,65.
-1,1,47,1,8,8,23.
0,1,83,1,6,6,60.
4,8,92,-1,4,4,83.
2,4,72,1,8,9,56.
0,1,62,-1,8,9,37.
3,7,52,-1,5,8,43.
2,5,93,-1,7,1,76.
1,5,92,-1,8,6,83.
0,1,88,-1,6,8,63.
2,6,53,1,7,1,39.
3,9,53,1,4,9,48.
3,9,55,1,7,5,53.
3,8,88,1,5,8,84.
2,5,77,-1,4,2,63.
0,1,97,1,8,7,73.
4,9,99,-1,9,4,99.
0,1,78,-1,4,6,52.
4,8,65,1,4,2,58.
1,5,65,1,5,7,50.
2,3,40,-1,6,1,18.
3,7,71,1,4,7,62.
4,7,96,1,6,1,87.
3,9,54,1,7,6,53.
3,7,91,1,9,1,87.
1,3,60,-1,5,6,37.
0,1,57,-1,8,0,31.
4,8,69,1,4,5,63.
2,3,99,-1,9,9,81.
3,8,97,-1,9,6,95.
3,8,52,1,6,3,45.
1,5,63,1,4,0,48.
0,1,69,-1,9,5,47.
4,7,41,-1,5,3,31.
2,5,58,-1,8,2,43.
4,8,86,1,7,3,82.
4,9,83,-1,7,5,80.
4,7,86,-1,6,4,76.
4,7,64,1,9,1,57.
0,1,89,-1,7,1,64.
2,4,53,1,6,2,35.
1,2,45,1,8,5,24.
0,2,51,-1,4,0,30.
0,2,59,1,5,6,38.
1,4,62,1,8,7,45.
-1,1,69,-1,8,6,44.
2,4,69,1,7,2,53.
1,2,77,-1,7,5,53.
1,5,97,1,5,3,84.
2,3,69,1,4,4,47.
3,8,80,-1,8,2,76.
1,4,69,-1,9,4,57.
-1,1,96,-1,7,5,71.
-1,1,97,1,8,7,74.
1,3,75,-1,4,5,54.
4,9,88,1,6,8,84.
3,7,73,-1,4,9,62.
1,2,55,1,8,9,35.
4,9,63,-1,8,9,62.
0,2,53,1,5,9,30.
1,3,65,-1,8,3,47.
